,Country,Time,Gender,Category_age,Chronic_percentage,Acute_percentage
7987,Slovakia,2006,Male,35-44,0.0,6.720000000000001
7988,Slovakia,2006,Male,45-54,0.0,7.840000000000001
7989,Slovakia,2006,Male,5-14,0.0,1.12
7990,Slovakia,2006,Male,55-64,0.0,5.04
7991,Slovakia,2006,Male,65+,0.0,2.24
7992,Slovakia,2007,Female,0-4,0.0,0.36
7993,Slovakia,2007,Female,15-19,0.0,4.68
7994,Slovakia,2007,Female,20-24,0.0,3.96
7995,Slovakia,2007,Female,25-34,0.0,10.44
7996,Slovakia,2007,Female,35-44,0.0,4.319999999999999
7997,Slovakia,2007,Female,45-54,0.0,4.319999999999999
7998,Slovakia,2007,Female,5-14,0.0,1.0799999999999998
7999,Slovakia,2007,Female,55-64,0.0,3.96
8000,Slovakia,2007,Female,65+,0.0,2.88
8001,Slovakia,2007,Male,0-4,0.0,0.64
8002,Slovakia,2007,Male,15-19,0.0,8.32
8003,Slovakia,2007,Male,20-24,0.01,7.04
8004,Slovakia,2007,Male,25-34,0.01,18.56
8005,Slovakia,2007,Male,35-44,0.0,7.68
8006,Slovakia,2007,Male,45-54,0.01,7.68
8007,Slovakia,2007,Male,5-14,0.0,1.92
8008,Slovakia,2007,Male,55-64,0.0,7.04
8009,Slovakia,2007,Male,65+,0.0,5.12
8010,Slovakia,2008,Female,0-4,0.0,0.0
8011,Slovakia,2008,Female,15-19,0.0,2.4
8012,Slovakia,2008,Female,20-24,0.0,6.800000000000001
8013,Slovakia,2008,Female,25-34,0.0,12.4
8014,Slovakia,2008,Female,35-44,0.0,4.8
8015,Slovakia,2008,Female,45-54,0.0,4.8
8016,Slovakia,2008,Female,5-14,0.0,0.0
8017,Slovakia,2008,Female,55-64,0.0,2.8000000000000003
8018,Slovakia,2008,Female,65+,0.0,4.000000000000001
8019,Slovakia,2008,Male,0-4,0.0,0.0
8020,Slovakia,2008,Male,15-19,0.0,3.54
8021,Slovakia,2008,Male,20-24,0.01,10.03
8022,Slovakia,2008,Male,25-34,0.02,18.29
8023,Slovakia,2008,Male,35-44,0.02,7.079999999999999
8024,Slovakia,2008,Male,45-54,0.01,7.079999999999999
8025,Slovakia,2008,Male,5-14,0.0,0.0
8026,Slovakia,2008,Male,55-64,0.0,4.130000000000001
8027,Slovakia,2008,Male,65+,0.01,5.9
8028,Slovakia,2009,Female,0-4,0.0,0.72
8029,Slovakia,2009,Female,15-19,0.0,4.68
8030,Slovakia,2009,Female,20-24,0.0,7.56
8031,Slovakia,2009,Female,25-34,0.02,10.44
8032,Slovakia,2009,Female,35-44,0.02,3.6
8033,Slovakia,2009,Female,45-54,0.02,1.7999999999999998
8034,Slovakia,2009,Female,5-14,0.0,0.72
8035,Slovakia,2009,Female,55-64,0.02,2.16
8036,Slovakia,2009,Female,65+,0.01,2.52
8037,Slovakia,2009,Male,0-4,0.0,1.26
8038,Slovakia,2009,Male,15-19,0.0,8.19
8039,Slovakia,2009,Male,20-24,0.0,13.23
8040,Slovakia,2009,Male,25-34,0.04,18.27
8041,Slovakia,2009,Male,35-44,0.04,6.3
8042,Slovakia,2009,Male,45-54,0.04,3.15
8043,Slovakia,2009,Male,5-14,0.0,1.26
8044,Slovakia,2009,Male,55-64,0.04,3.78
8045,Slovakia,2009,Male,65+,0.02,4.410000000000001
8046,Slovakia,2010,Female,0-4,0.0,0.7
8047,Slovakia,2010,Female,15-19,0.0,2.45
8048,Slovakia,2010,Female,20-24,0.0,4.9
8049,Slovakia,2010,Female,25-34,0.03,8.399999999999999
8050,Slovakia,2010,Female,35-44,0.02,3.15
8051,Slovakia,2010,Female,45-54,0.03,3.15
8052,Slovakia,2010,Female,5-14,0.0,0.0
8053,Slovakia,2010,Female,55-64,0.01,4.9
8054,Slovakia,2010,Female,65+,0.0,6.3
8055,Slovakia,2010,Male,0-4,0.0,1.28
8056,Slovakia,2010,Male,15-19,0.0,4.48
8057,Slovakia,2010,Male,20-24,0.0,8.96
8058,Slovakia,2010,Male,25-34,0.06,15.36
8059,Slovakia,2010,Male,35-44,0.04,5.76
8060,Slovakia,2010,Male,45-54,0.06,5.76
8061,Slovakia,2010,Male,5-14,0.0,0.0
8062,Slovakia,2010,Male,55-64,0.02,8.96
8063,Slovakia,2010,Male,65+,0.0,11.52
8064,Slovakia,2011,Female,0-4,0.0,0.34
8065,Slovakia,2011,Female,15-19,0.0,1.02
8066,Slovakia,2011,Female,20-24,0.0,5.44
8067,Slovakia,2011,Female,25-34,0.0,9.18
8068,Slovakia,2011,Female,35-44,0.0,5.1000000000000005
8069,Slovakia,2011,Female,45-54,0.0,4.08
8070,Slovakia,2011,Female,5-14,0.0,0.34
8071,Slovakia,2011,Female,55-64,0.0,4.08
8072,Slovakia,2011,Female,65+,0.0,3.06
8073,Slovakia,2011,Male,0-4,0.0,0.65
8074,Slovakia,2011,Male,15-19,0.0,1.95
8075,Slovakia,2011,Male,20-24,0.01,10.4
8076,Slovakia,2011,Male,25-34,0.02,17.55
8077,Slovakia,2011,Male,35-44,0.01,9.75
8078,Slovakia,2011,Male,45-54,0.02,7.8
8079,Slovakia,2011,Male,5-14,0.0,0.65
8080,Slovakia,2011,Male,55-64,0.01,7.8
8081,Slovakia,2011,Male,65+,0.01,5.85
8082,Slovakia,2012,Female,0-4,0.0,0.25
8083,Slovakia,2012,Female,15-19,0.03,1.0
8084,Slovakia,2012,Female,20-24,0.01,2.5
8085,Slovakia,2012,Female,25-34,0.01,8.25
8086,Slovakia,2012,Female,35-44,0.03,4.5
8087,Slovakia,2012,Female,45-54,0.01,2.5
8088,Slovakia,2012,Female,5-14,0.0,0.25
8089,Slovakia,2012,Female,55-64,0.01,2.25
8090,Slovakia,2012,Female,65+,0.0,2.25
8091,Slovakia,2012,Male,0-4,0.0,0.74
8092,Slovakia,2012,Male,15-19,0.06,2.96
8093,Slovakia,2012,Male,20-24,0.02,7.399999999999999
8094,Slovakia,2012,Male,25-34,0.02,24.42
8095,Slovakia,2012,Male,35-44,0.06,13.32
8096,Slovakia,2012,Male,45-54,0.02,7.399999999999999
8097,Slovakia,2012,Male,5-14,0.0,0.74
8098,Slovakia,2012,Male,55-64,0.02,6.659999999999999
8099,Slovakia,2012,Male,65+,0.0,6.659999999999999
8100,Slovakia,2013,Female,0-4,0.0,0.84
8101,Slovakia,2013,Female,15-19,0.0,0.0
8102,Slovakia,2013,Female,20-24,0.03,8.4
8103,Slovakia,2013,Female,25-34,0.02,13.44
8104,Slovakia,2013,Female,35-44,0.04,5.039999999999999
8105,Slovakia,2013,Female,45-54,0.02,3.78
8106,Slovakia,2013,Female,5-14,0.0,0.42
8107,Slovakia,2013,Female,55-64,0.02,1.68
8108,Slovakia,2013,Female,65+,0.0,6.72
8109,Slovakia,2013,Male,0-4,0.0,1.14
8110,Slovakia,2013,Male,15-19,0.0,0.0
8111,Slovakia,2013,Male,20-24,0.09,11.4
8112,Slovakia,2013,Male,25-34,0.06,18.24
8113,Slovakia,2013,Male,35-44,0.12,6.839999999999999
8114,Slovakia,2013,Male,45-54,0.06,5.129999999999999
8115,Slovakia,2013,Male,5-14,0.0,0.57
8116,Slovakia,2013,Male,55-64,0.06,2.28
8117,Slovakia,2013,Male,65+,0.0,9.12
8118,Slovakia,2014,Female,0-4,0.0,0.6
8119,Slovakia,2014,Female,15-19,0.0,0.3
8120,Slovakia,2014,Female,20-24,0.01,3.9
8121,Slovakia,2014,Female,25-34,0.02,12.3
8122,Slovakia,2014,Female,35-44,0.04,4.2
8123,Slovakia,2014,Female,45-54,0.02,2.1
8124,Slovakia,2014,Female,5-14,0.0,0.0
8125,Slovakia,2014,Female,55-64,0.03,3.6
8126,Slovakia,2014,Female,65+,0.0,1.7999999999999998
8127,Slovakia,2014,Male,0-4,0.0,1.38
8128,Slovakia,2014,Male,15-19,0.0,0.69
8129,Slovakia,2014,Male,20-24,0.02,8.97
8130,Slovakia,2014,Male,25-34,0.04,28.29
8131,Slovakia,2014,Male,35-44,0.08,9.66
8132,Slovakia,2014,Male,45-54,0.04,4.83
8133,Slovakia,2014,Male,5-14,0.0,0.0
8134,Slovakia,2014,Male,55-64,0.06,8.279999999999998
8135,Slovakia,2014,Male,65+,0.0,4.139999999999999
8136,Slovakia,2015,Female,0-4,0.0,2.32
8137,Slovakia,2015,Female,15-19,0.0,0.58
8138,Slovakia,2015,Female,20-24,0.0,9.28
8139,Slovakia,2015,Female,25-34,0.01,20.3
8140,Slovakia,2015,Female,35-44,0.05,9.86
8141,Slovakia,2015,Female,45-54,0.03,4.0600000000000005
8142,Slovakia,2015,Female,5-14,0.0,0.58
8143,Slovakia,2015,Female,55-64,0.02,2.9
8144,Slovakia,2015,Female,65+,0.03,4.64
8145,Slovakia,2015,Male,0-4,0.0,1.6399999999999997
8146,Slovakia,2015,Male,15-19,0.0,0.4099999999999999
8147,Slovakia,2015,Male,20-24,0.0,6.559999999999999
8148,Slovakia,2015,Male,25-34,0.02,14.35
8149,Slovakia,2015,Male,35-44,0.1,6.97
8150,Slovakia,2015,Male,45-54,0.06,2.87
8151,Slovakia,2015,Male,5-14,0.0,0.4099999999999999
8152,Slovakia,2015,Male,55-64,0.04,2.0500000000000003
8153,Slovakia,2015,Male,65+,0.06,3.28
8154,Slovakia,2016,Female,0-4,0.0,0.0
8155,Slovakia,2016,Female,15-19,0.02,0.32
8156,Slovakia,2016,Female,20-24,0.0,2.24
8157,Slovakia,2016,Female,25-34,0.04,5.44
8158,Slovakia,2016,Female,35-44,0.06,8.96
8159,Slovakia,2016,Female,45-54,0.04,4.8
8160,Slovakia,2016,Female,5-14,0.0,0.32
8161,Slovakia,2016,Female,55-64,0.06,2.24
8162,Slovakia,2016,Female,65+,0.02,6.08
8163,Slovakia,2016,Male,0-4,0.0,0.0
8164,Slovakia,2016,Male,15-19,0.02,0.67
8165,Slovakia,2016,Male,20-24,0.0,4.69
8166,Slovakia,2016,Male,25-34,0.04,11.390000000000002
8167,Slovakia,2016,Male,35-44,0.06,18.76
8168,Slovakia,2016,Male,45-54,0.04,10.05
8169,Slovakia,2016,Male,5-14,0.0,0.67
8170,Slovakia,2016,Male,55-64,0.06,4.69
8171,Slovakia,2016,Male,65+,0.02,12.73
8172,Slovakia,2017,Female,0-4,0.0,0.0
8173,Slovakia,2017,Female,15-19,0.0,0.0
8174,Slovakia,2017,Female,20-24,0.0,2.0500000000000003
8175,Slovakia,2017,Female,25-34,0.01,11.07
8176,Slovakia,2017,Female,35-44,0.03,11.889999999999995
8177,Slovakia,2017,Female,45-54,0.03,4.51
8178,Slovakia,2017,Female,5-14,0.0,0.0
8179,Slovakia,2017,Female,55-64,0.01,4.51
8180,Slovakia,2017,Female,65+,0.01,5.33
8181,Slovakia,2017,Male,0-4,0.0,0.0
8182,Slovakia,2017,Male,15-19,0.0,0.0
8183,Slovakia,2017,Male,20-24,0.0,2.9
8184,Slovakia,2017,Male,25-34,0.02,15.659999999999998
8185,Slovakia,2017,Male,35-44,0.06,16.82
8186,Slovakia,2017,Male,45-54,0.06,6.38
8187,Slovakia,2017,Male,5-14,0.0,0.0
8188,Slovakia,2017,Male,55-64,0.02,6.38
8189,Slovakia,2017,Male,65+,0.02,7.539999999999999
8190,Slovakia,2018,Female,0-4,0.0,0.72
8191,Slovakia,2018,Female,15-19,0.0,0.0
8192,Slovakia,2018,Female,20-24,0.0,2.16
8193,Slovakia,2018,Female,25-34,0.01,6.12
8194,Slovakia,2018,Female,35-44,0.02,9.36
8195,Slovakia,2018,Female,45-54,0.02,5.4
8196,Slovakia,2018,Female,5-14,0.0,0.72
8197,Slovakia,2018,Female,55-64,0.03,7.56
8198,Slovakia,2018,Female,65+,0.01,2.88
8199,Slovakia,2018,Male,0-4,0.0,1.26
8200,Slovakia,2018,Male,15-19,0.0,0.0
8201,Slovakia,2018,Male,20-24,0.0,3.78
8202,Slovakia,2018,Male,25-34,0.02,10.71
8203,Slovakia,2018,Male,35-44,0.04,16.38
8204,Slovakia,2018,Male,45-54,0.04,9.45
8205,Slovakia,2018,Male,5-14,0.0,1.26
8206,Slovakia,2018,Male,55-64,0.06,13.23
8207,Slovakia,2018,Male,65+,0.02,5.04
8208,Slovakia,2019,Female,0-4,0.0,0.0
8209,Slovakia,2019,Female,15-19,0.01,0.44
8210,Slovakia,2019,Female,20-24,0.0,0.0
8211,Slovakia,2019,Female,25-34,0.0,8.360000000000001
8212,Slovakia,2019,Female,35-44,0.02,4.84
8213,Slovakia,2019,Female,45-54,0.03,3.96
8214,Slovakia,2019,Female,5-14,0.0,0.0
8215,Slovakia,2019,Female,55-64,0.02,0.44
8216,Slovakia,2019,Female,65+,0.01,3.52
8217,Slovakia,2019,Male,0-4,0.0,0.0
8218,Slovakia,2019,Male,15-19,0.01,1.54
8219,Slovakia,2019,Male,20-24,0.0,0.0
8220,Slovakia,2019,Male,25-34,0.0,29.26
8221,Slovakia,2019,Male,35-44,0.02,16.939999999999998
8222,Slovakia,2019,Male,45-54,0.03,13.86
8223,Slovakia,2019,Male,5-14,0.0,0.0
8224,Slovakia,2019,Male,55-64,0.02,1.54
8225,Slovakia,2019,Male,65+,0.01,12.32
8226,Slovakia,2020,Female,0-4,0.0,0.0
8227,Slovakia,2020,Female,15-19,0.0,0.0
8228,Slovakia,2020,Female,20-24,0.0,0.0
8229,Slovakia,2020,Female,25-34,0.0,5.94
8230,Slovakia,2020,Female,35-44,0.0,10.260000000000002
8231,Slovakia,2020,Female,45-54,0.0,4.32
8232,Slovakia,2020,Female,5-14,0.0,0.0
8233,Slovakia,2020,Female,55-64,0.0,2.97
8234,Slovakia,2020,Female,65+,0.0,2.97
8235,Slovakia,2020,Male,0-4,0.0,0.0
8236,Slovakia,2020,Male,15-19,0.0,0.0
8237,Slovakia,2020,Male,20-24,0.0,0.0
8238,Slovakia,2020,Male,25-34,0.01,15.839999999999998
8239,Slovakia,2020,Male,35-44,0.01,27.36
8240,Slovakia,2020,Male,45-54,0.02,11.52
8241,Slovakia,2020,Male,5-14,0.0,0.0
8242,Slovakia,2020,Male,55-64,0.02,7.919999999999999
8243,Slovakia,2020,Male,65+,0.0,7.919999999999999
8244,Slovakia,2021,Female,0-4,0.0,0.0
8245,Slovakia,2021,Female,15-19,0.0,0.0
8246,Slovakia,2021,Female,20-24,0.0,0.0
8247,Slovakia,2021,Female,25-34,0.0,30.0
8248,Slovakia,2021,Female,35-44,0.0,6.0
8249,Slovakia,2021,Female,45-54,0.0,0.0
8250,Slovakia,2021,Female,5-14,0.0,6.0
8251,Slovakia,2021,Female,55-64,0.0,6.0
8252,Slovakia,2021,Female,65+,0.0,12.0
8253,Slovakia,2021,Male,0-4,0.0,0.0
8254,Slovakia,2021,Male,15-19,0.0,0.0
8255,Slovakia,2021,Male,20-24,0.01,0.0
8256,Slovakia,2021,Male,25-34,0.0,20.0
8257,Slovakia,2021,Male,35-44,0.02,4.000000000000001
8258,Slovakia,2021,Male,45-54,0.02,0.0
8259,Slovakia,2021,Male,5-14,0.0,4.000000000000001
8260,Slovakia,2021,Male,55-64,0.01,4.000000000000001
8261,Slovakia,2021,Male,65+,0.01,8.000000000000002
8262,Slovakia,2022,Female,0-4,0.0,0.0
8263,Slovakia,2022,Female,15-19,0.0,0.0
8264,Slovakia,2022,Female,20-24,0.01,1.56
8265,Slovakia,2022,Female,25-34,0.01,5.07
8266,Slovakia,2022,Female,35-44,0.01,11.7
8267,Slovakia,2022,Female,45-54,0.02,6.630000000000001
8268,Slovakia,2022,Female,5-14,0.0,0.0
8269,Slovakia,2022,Female,55-64,0.01,6.630000000000001
8270,Slovakia,2022,Female,65+,0.0,6.630000000000001
8271,Slovakia,2022,Male,0-4,0.0,0.0
8272,Slovakia,2022,Male,15-19,0.0,0.0
8273,Slovakia,2022,Male,20-24,0.01,2.4
8274,Slovakia,2022,Male,25-34,0.01,7.8
8275,Slovakia,2022,Male,35-44,0.01,18.0
8276,Slovakia,2022,Male,45-54,0.02,10.2
8277,Slovakia,2022,Male,5-14,0.0,0.0
8278,Slovakia,2022,Male,55-64,0.01,10.2
8279,Slovakia,2022,Male,65+,0.0,10.2
8280,Slovakia,2023,Female,0-4,0.0,0.0
8281,Slovakia,2023,Female,15-19,0.0,0.0
8282,Slovakia,2023,Female,20-24,0.0,0.0
8283,Slovakia,2023,Female,25-34,0.12,7.5
8284,Slovakia,2023,Female,35-44,0.36,7.5
8285,Slovakia,2023,Female,45-54,0.44,0.0
8286,Slovakia,2023,Female,5-14,0.0,1.5
8287,Slovakia,2023,Female,55-64,0.28,6.0
8288,Slovakia,2023,Female,65+,0.2,7.5
8289,Slovakia,2023,Male,0-4,0.0,0.0
8290,Slovakia,2023,Male,15-19,0.0,0.0
8291,Slovakia,2023,Male,20-24,0.0,0.0
8292,Slovakia,2023,Male,25-34,0.18,17.5
8293,Slovakia,2023,Male,35-44,0.5399999999999999,17.5
8294,Slovakia,2023,Male,45-54,0.66,0.0
8295,Slovakia,2023,Male,5-14,0.0,3.5
8296,Slovakia,2023,Male,55-64,0.42,13.999999999999998
8297,Slovakia,2023,Male,65+,0.3,17.5
8298,Slovenia,2006,Female,0-4,0.0,0.0
8299,Slovenia,2006,Female,15-19,0.0,0.0
8300,Slovenia,2006,Female,20-24,0.02,3.2
8301,Slovenia,2006,Female,25-34,0.02,9.6
8302,Slovenia,2006,Female,35-44,0.01,9.6
8303,Slovenia,2006,Female,45-54,0.02,3.2
8304,Slovenia,2006,Female,5-14,0.0,0.0
8305,Slovenia,2006,Female,55-64,0.01,6.4
8306,Slovenia,2006,Female,65+,0.0,8.000000000000002
8307,Slovenia,2006,Male,0-4,0.0,0.0
8308,Slovenia,2006,Male,15-19,0.0,0.0
8309,Slovenia,2006,Male,20-24,0.02,4.8
8310,Slovenia,2006,Male,25-34,0.02,14.4
8311,Slovenia,2006,Male,35-44,0.01,14.4
8312,Slovenia,2006,Male,45-54,0.02,4.8
8313,Slovenia,2006,Male,5-14,0.0,0.0
8314,Slovenia,2006,Male,55-64,0.01,9.6
8315,Slovenia,2006,Male,65+,0.0,12.0
8316,Slovenia,2007,Female,0-4,0.0,0.0
8317,Slovenia,2007,Female,15-19,0.0,0.0
8318,Slovenia,2007,Female,20-24,0.0,1.86
8319,Slovenia,2007,Female,25-34,0.02,5.579999999999999
8320,Slovenia,2007,Female,35-44,0.01,3.72
8321,Slovenia,2007,Female,45-54,0.01,13.33
8322,Slovenia,2007,Female,5-14,0.0,1.86
8323,Slovenia,2007,Female,55-64,0.01,1.86
8324,Slovenia,2007,Female,65+,0.0,1.86
8325,Slovenia,2007,Male,0-4,0.0,0.0
8326,Slovenia,2007,Male,15-19,0.0,0.0
8327,Slovenia,2007,Male,20-24,0.0,4.08
8328,Slovenia,2007,Male,25-34,0.02,12.24
8329,Slovenia,2007,Male,35-44,0.01,8.16
8330,Slovenia,2007,Male,45-54,0.01,29.24
8331,Slovenia,2007,Male,5-14,0.0,4.08
8332,Slovenia,2007,Male,55-64,0.01,4.08
8333,Slovenia,2007,Male,65+,0.0,4.08
8334,Slovenia,2008,Female,0-4,0.0,0.0
8335,Slovenia,2008,Female,15-19,0.0,0.0
8336,Slovenia,2008,Female,20-24,0.01,4.930000000000001
8337,Slovenia,2008,Female,25-34,0.02,6.67
8338,Slovenia,2008,Female,35-44,0.01,3.19
8339,Slovenia,2008,Female,45-54,0.02,8.41
8340,Slovenia,2008,Female,5-14,0.0,0.0
8341,Slovenia,2008,Female,55-64,0.03,3.19
8342,Slovenia,2008,Female,65+,0.01,1.45
8343,Slovenia,2008,Male,0-4,0.0,0.0
8344,Slovenia,2008,Male,15-19,0.0,0.0
8345,Slovenia,2008,Male,20-24,0.02,11.9
8346,Slovenia,2008,Male,25-34,0.04,16.1
8347,Slovenia,2008,Male,35-44,0.02,7.7
8348,Slovenia,2008,Male,45-54,0.04,20.3
8349,Slovenia,2008,Male,5-14,0.0,0.0
8350,Slovenia,2008,Male,55-64,0.06,7.7
8351,Slovenia,2008,Male,65+,0.02,3.5
8352,Slovenia,2009,Female,0-4,0.0,0.0
8353,Slovenia,2009,Female,15-19,0.0,0.0
8354,Slovenia,2009,Female,20-24,0.0,0.49
8355,Slovenia,2009,Female,25-34,0.0,1.96
8356,Slovenia,2009,Female,35-44,0.0,1.4700000000000002
8357,Slovenia,2009,Female,45-54,0.0,1.4700000000000002
8358,Slovenia,2009,Female,5-14,0.0,0.0
8359,Slovenia,2009,Female,55-64,0.0,0.98
8360,Slovenia,2009,Female,65+,0.0,0.49
8361,Slovenia,2009,Male,0-4,0.0,0.0
8362,Slovenia,2009,Male,15-19,0.0,0.0
8363,Slovenia,2009,Male,20-24,0.01,6.440000000000001
8364,Slovenia,2009,Male,25-34,0.0,25.760000000000005
8365,Slovenia,2009,Male,35-44,0.02,19.32
8366,Slovenia,2009,Male,45-54,0.01,19.32
8367,Slovenia,2009,Male,5-14,0.0,0.0
8368,Slovenia,2009,Male,55-64,0.02,12.880000000000004
8369,Slovenia,2009,Male,65+,0.0,6.440000000000001
8370,Slovenia,2010,Female,0-4,0.0,0.0
8371,Slovenia,2010,Female,15-19,0.0,0.0
8372,Slovenia,2010,Female,20-24,0.03,3.92
8373,Slovenia,2010,Female,25-34,0.01,3.92
8374,Slovenia,2010,Female,35-44,0.02,1.96
8375,Slovenia,2010,Female,45-54,0.01,1.96
8376,Slovenia,2010,Female,5-14,0.01,0.0
8377,Slovenia,2010,Female,55-64,0.02,1.96
8378,Slovenia,2010,Female,65+,0.0,0.0
8379,Slovenia,2010,Male,0-4,0.0,0.0
8380,Slovenia,2010,Male,15-19,0.0,0.0
8381,Slovenia,2010,Male,20-24,0.06,23.8
8382,Slovenia,2010,Male,25-34,0.02,23.8
8383,Slovenia,2010,Male,35-44,0.04,11.9
8384,Slovenia,2010,Male,45-54,0.02,11.9
8385,Slovenia,2010,Male,5-14,0.02,0.0
8386,Slovenia,2010,Male,55-64,0.04,11.9
8387,Slovenia,2010,Male,65+,0.0,0.0
8388,Slovenia,2011,Female,0-4,0.0,0.0
8389,Slovenia,2011,Female,15-19,0.0,0.0
8390,Slovenia,2011,Female,20-24,0.01,3.3600000000000003
8391,Slovenia,2011,Female,25-34,0.02,12.320000000000002
8392,Slovenia,2011,Female,35-44,0.01,5.6000000000000005
8393,Slovenia,2011,Female,45-54,0.03,2.24
8394,Slovenia,2011,Female,5-14,0.0,0.0
8395,Slovenia,2011,Female,55-64,0.05,2.24
8396,Slovenia,2011,Female,65+,0.0,2.24
8397,Slovenia,2011,Male,0-4,0.0,0.0
8398,Slovenia,2011,Male,15-19,0.0,0.0
8399,Slovenia,2011,Male,20-24,0.03,8.639999999999999
8400,Slovenia,2011,Male,25-34,0.06,31.68
8401,Slovenia,2011,Male,35-44,0.03,14.4
8402,Slovenia,2011,Male,45-54,0.09,5.76
8403,Slovenia,2011,Male,5-14,0.0,0.0
8404,Slovenia,2011,Male,55-64,0.15,5.76
8405,Slovenia,2011,Male,65+,0.0,5.76
8406,Slovenia,2012,Female,0-4,0.0,0.0
8407,Slovenia,2012,Female,15-19,0.0,0.0
8408,Slovenia,2012,Female,20-24,0.0,0.0
8409,Slovenia,2012,Female,25-34,0.0,8.58
8410,Slovenia,2012,Female,35-44,0.0,8.58
8411,Slovenia,2012,Female,45-54,0.0,0.0
8412,Slovenia,2012,Female,5-14,0.0,0.0
8413,Slovenia,2012,Female,55-64,0.0,5.2
8414,Slovenia,2012,Female,65+,0.0,3.3800000000000003
8415,Slovenia,2012,Male,0-4,0.0,0.0
8416,Slovenia,2012,Male,15-19,0.0,0.0
8417,Slovenia,2012,Male,20-24,0.0,0.0
8418,Slovenia,2012,Male,25-34,0.0,24.09
8419,Slovenia,2012,Male,35-44,0.02,24.09
8420,Slovenia,2012,Male,45-54,0.0,0.0
8421,Slovenia,2012,Male,5-14,0.0,0.0
8422,Slovenia,2012,Male,55-64,0.01,14.6
8423,Slovenia,2012,Male,65+,0.02,9.49
8424,Slovenia,2013,Female,0-4,0.0,0.0
8425,Slovenia,2013,Female,15-19,0.0,0.0
8426,Slovenia,2013,Female,20-24,0.0,0.0
8427,Slovenia,2013,Female,25-34,0.0,15.75
8428,Slovenia,2013,Female,35-44,0.0,11.25
8429,Slovenia,2013,Female,45-54,0.0,4.500000000000001
8430,Slovenia,2013,Female,5-14,0.0,0.0
8431,Slovenia,2013,Female,55-64,0.0,6.75
8432,Slovenia,2013,Female,65+,0.0,6.75
8433,Slovenia,2013,Male,0-4,0.0,0.0
8434,Slovenia,2013,Male,15-19,0.0,0.0
8435,Slovenia,2013,Male,20-24,0.0,0.0
8436,Slovenia,2013,Male,25-34,0.02,19.25
8437,Slovenia,2013,Male,35-44,0.02,13.750000000000002
8438,Slovenia,2013,Male,45-54,0.02,5.500000000000001
8439,Slovenia,2013,Male,5-14,0.0,0.0
8440,Slovenia,2013,Male,55-64,0.1,8.25
8441,Slovenia,2013,Male,65+,0.0,8.25
8442,Slovenia,2014,Female,0-4,0.0,0.0
8443,Slovenia,2014,Female,15-19,0.0,0.0
8444,Slovenia,2014,Female,20-24,0.0,1.28
8445,Slovenia,2014,Female,25-34,0.0,6.559999999999999
8446,Slovenia,2014,Female,35-44,0.0,4.0
8447,Slovenia,2014,Female,45-54,0.0,2.56
8448,Slovenia,2014,Female,5-14,0.0,0.0
8449,Slovenia,2014,Female,55-64,0.0,0.0
8450,Slovenia,2014,Female,65+,0.0,1.28
8451,Slovenia,2014,Male,0-4,0.0,0.0
8452,Slovenia,2014,Male,15-19,0.0,0.0
8453,Slovenia,2014,Male,20-24,0.01,6.64
8454,Slovenia,2014,Male,25-34,0.0,34.029999999999994
8455,Slovenia,2014,Male,35-44,0.01,20.75
8456,Slovenia,2014,Male,45-54,0.02,13.28
8457,Slovenia,2014,Male,5-14,0.0,0.0
8458,Slovenia,2014,Male,55-64,0.02,0.0
8459,Slovenia,2014,Male,65+,0.0,6.64
8460,Slovenia,2015,Female,0-4,0.0,0.0
8461,Slovenia,2015,Female,15-19,0.01,0.0
8462,Slovenia,2015,Female,20-24,0.0,0.0
8463,Slovenia,2015,Female,25-34,0.01,5.28
8464,Slovenia,2015,Female,35-44,0.01,6.559999999999999
8465,Slovenia,2015,Female,45-54,0.0,2.56
8466,Slovenia,2015,Female,5-14,0.0,0.0
8467,Slovenia,2015,Female,55-64,0.04,1.28
8468,Slovenia,2015,Female,65+,0.01,0.0
8469,Slovenia,2015,Male,0-4,0.0,0.0
8470,Slovenia,2015,Male,15-19,0.02,0.0
8471,Slovenia,2015,Male,20-24,0.0,0.0
8472,Slovenia,2015,Male,25-34,0.02,27.39
8473,Slovenia,2015,Male,35-44,0.02,34.029999999999994
8474,Slovenia,2015,Male,45-54,0.0,13.28
8475,Slovenia,2015,Male,5-14,0.0,0.0
8476,Slovenia,2015,Male,55-64,0.08,6.64
8477,Slovenia,2015,Male,65+,0.02,0.0
8478,Slovenia,2016,Female,0-4,0.0,0.0
8479,Slovenia,2016,Female,15-19,0.0,0.0
8480,Slovenia,2016,Female,20-24,0.0,0.0
8481,Slovenia,2016,Female,25-34,0.0,5.28
8482,Slovenia,2016,Female,35-44,0.0,14.52
8483,Slovenia,2016,Female,45-54,0.0,3.63
8484,Slovenia,2016,Female,5-14,0.0,0.0
8485,Slovenia,2016,Female,55-64,0.0,5.28
8486,Slovenia,2016,Female,65+,0.0,3.63
8487,Slovenia,2016,Male,0-4,0.0,0.0
8488,Slovenia,2016,Male,15-19,0.0,0.0
8489,Slovenia,2016,Male,20-24,0.0,0.0
8490,Slovenia,2016,Male,25-34,0.02,10.56
8491,Slovenia,2016,Male,35-44,0.01,29.04
8492,Slovenia,2016,Male,45-54,0.0,7.26
8493,Slovenia,2016,Male,5-14,0.0,0.0
8494,Slovenia,2016,Male,55-64,0.01,10.56
