"HealthTopic","Population","Distribution","Unit","Time","RegionCode","RegionName","CategoryIndex","Category","Value"
"Hepatitis B","Acute cases","Distribution by age","%","2012","DK","Denmark",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","DK","Denmark",3,"15-19",7.692307690
"Hepatitis B","Acute cases","Distribution by age","%","2012","DK","Denmark",4,"20-24",19.230769230
"Hepatitis B","Acute cases","Distribution by age","%","2012","DK","Denmark",5,"25-34",15.384615380
"Hepatitis B","Acute cases","Distribution by age","%","2012","DK","Denmark",6,"35-44",19.230769230
"Hepatitis B","Acute cases","Distribution by age","%","2012","DK","Denmark",7,"45-54",30.769230760
"Hepatitis B","Acute cases","Distribution by age","%","2012","DK","Denmark",8,"55-64",3.846153840
"Hepatitis B","Acute cases","Distribution by age","%","2012","DK","Denmark",9,"65+",3.846153840
"Hepatitis B","Acute cases","Distribution by age","%","2012","EE","Estonia",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EE","Estonia",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EE","Estonia",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EE","Estonia",4,"20-24",11.111111110
"Hepatitis B","Acute cases","Distribution by age","%","2012","EE","Estonia",5,"25-34",22.222222220
"Hepatitis B","Acute cases","Distribution by age","%","2012","EE","Estonia",6,"35-44",33.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2012","EE","Estonia",7,"45-54",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EE","Estonia",8,"55-64",11.111111110
"Hepatitis B","Acute cases","Distribution by age","%","2012","EE","Estonia",9,"65+",22.222222220
"Hepatitis B","Acute cases","Distribution by age","%","2012","EL","Greece",1,"0-4",4.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EL","Greece",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EL","Greece",3,"15-19",2.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EL","Greece",4,"20-24",10.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EL","Greece",5,"25-34",32.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EL","Greece",6,"35-44",30.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EL","Greece",7,"45-54",14.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EL","Greece",8,"55-64",6.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EL","Greece",9,"65+",2.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","ES","Spain",1,"0-4",0.952380950
"Hepatitis B","Acute cases","Distribution by age","%","2012","ES","Spain",2,"5-14",0.952380950
"Hepatitis B","Acute cases","Distribution by age","%","2012","ES","Spain",3,"15-19",2.285714280
"Hepatitis B","Acute cases","Distribution by age","%","2012","ES","Spain",4,"20-24",4.761904760
"Hepatitis B","Acute cases","Distribution by age","%","2012","ES","Spain",5,"25-34",19.809523800
"Hepatitis B","Acute cases","Distribution by age","%","2012","ES","Spain",6,"35-44",31.047619040
"Hepatitis B","Acute cases","Distribution by age","%","2012","ES","Spain",7,"45-54",18.857142850
"Hepatitis B","Acute cases","Distribution by age","%","2012","ES","Spain",8,"55-64",11.619047610
"Hepatitis B","Acute cases","Distribution by age","%","2012","ES","Spain",9,"65+",9.714285710
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_21","EU (without UK)",1,"0-4",0.823045000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_21","EU (without UK)",2,"5-14",0.946502000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_21","EU (without UK)",3,"15-19",3.086419000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_21","EU (without UK)",4,"20-24",7.613168000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_21","EU (without UK)",5,"25-34",24.609053000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_21","EU (without UK)",6,"35-44",24.320987000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_21","EU (without UK)",7,"45-54",17.654320000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_21","EU (without UK)",8,"55-64",12.016460000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_21","EU (without UK)",9,"65+",8.930041000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_UK_21","EU (with UK until 2019)",1,"0-4",0.792556000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_UK_21","EU (with UK until 2019)",2,"5-14",0.930392000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_UK_21","EU (with UK until 2019)",3,"15-19",2.894555000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_UK_21","EU (with UK until 2019)",4,"20-24",8.028945000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_UK_21","EU (with UK until 2019)",5,"25-34",24.465885000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_UK_21","EU (with UK until 2019)",6,"35-44",24.224672000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_UK_21","EU (with UK until 2019)",7,"45-54",17.539627000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_UK_21","EU (with UK until 2019)",8,"55-64",12.232942000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EU27_UK_21","EU (with UK until 2019)",9,"65+",8.890420000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEA30_21","EU/EEA (without UK)",1,"0-4",0.806776000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEA30_21","EU/EEA (without UK)",2,"5-14",0.927793000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEA30_21","EU/EEA (without UK)",3,"15-19",3.146430000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEA30_21","EU/EEA (without UK)",4,"20-24",7.745058000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEA30_21","EU/EEA (without UK)",5,"25-34",24.647035000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEA30_21","EU/EEA (without UK)",6,"35-44",24.324324000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEA30_21","EU/EEA (without UK)",7,"45-54",17.668414000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEA30_21","EU/EEA (without UK)",8,"55-64",11.980637000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEA30_21","EU/EEA (without UK)",9,"65+",8.753529000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",1,"0-4",0.779396000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",2,"5-14",0.914944000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",3,"15-19",2.948153000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",4,"20-24",8.132836000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",5,"25-34",24.500169000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",6,"35-44",24.229074000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",7,"45-54",17.553371000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",8,"55-64",12.199254000
"Hepatitis B","Acute cases","Distribution by age","%","2012","EUEEAUK_21","EU/EEA (with UK until 2019)",9,"65+",8.742799000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FI","Finland",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FI","Finland",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FI","Finland",3,"15-19",10.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FI","Finland",4,"20-24",15.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FI","Finland",5,"25-34",25.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FI","Finland",6,"35-44",20.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FI","Finland",7,"45-54",5.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FI","Finland",8,"55-64",20.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FI","Finland",9,"65+",5.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FR","France",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","FR","France",2,"5-14",2.020202020
"Hepatitis B","Acute cases","Distribution by age","%","2012","FR","France",3,"15-19",8.080808080
"Hepatitis B","Acute cases","Distribution by age","%","2012","FR","France",4,"20-24",9.090909090
"Hepatitis B","Acute cases","Distribution by age","%","2012","FR","France",5,"25-34",20.202020200
"Hepatitis B","Acute cases","Distribution by age","%","2012","FR","France",6,"35-44",17.171717170
"Hepatitis B","Acute cases","Distribution by age","%","2012","FR","France",7,"45-54",21.212121210
"Hepatitis B","Acute cases","Distribution by age","%","2012","FR","France",8,"55-64",14.141414140
"Hepatitis B","Acute cases","Distribution by age","%","2012","FR","France",9,"65+",8.080808080
"Hepatitis B","Acute cases","Distribution by age","%","2012","HU","Hungary",1,"0-4",3.773584900
"Hepatitis B","Acute cases","Distribution by age","%","2012","HU","Hungary",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","HU","Hungary",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","HU","Hungary",4,"20-24",1.886792450
"Hepatitis B","Acute cases","Distribution by age","%","2012","HU","Hungary",5,"25-34",32.075471690
"Hepatitis B","Acute cases","Distribution by age","%","2012","HU","Hungary",6,"35-44",26.415094330
"Hepatitis B","Acute cases","Distribution by age","%","2012","HU","Hungary",7,"45-54",13.207547160
"Hepatitis B","Acute cases","Distribution by age","%","2012","HU","Hungary",8,"55-64",15.094339620
"Hepatitis B","Acute cases","Distribution by age","%","2012","HU","Hungary",9,"65+",7.547169810
"Hepatitis B","Acute cases","Distribution by age","%","2012","IE","Ireland",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IE","Ireland",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IE","Ireland",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IE","Ireland",4,"20-24",13.888888880
"Hepatitis B","Acute cases","Distribution by age","%","2012","IE","Ireland",5,"25-34",33.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2012","IE","Ireland",6,"35-44",22.222222220
"Hepatitis B","Acute cases","Distribution by age","%","2012","IE","Ireland",7,"45-54",25.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IE","Ireland",8,"55-64",5.555555550
"Hepatitis B","Acute cases","Distribution by age","%","2012","IE","Ireland",9,"65+",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IS","Iceland",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IS","Iceland",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IS","Iceland",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IS","Iceland",4,"20-24",100.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IS","Iceland",5,"25-34",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IS","Iceland",6,"35-44",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IS","Iceland",7,"45-54",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IS","Iceland",8,"55-64",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","IS","Iceland",9,"65+",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","LT","Lithuania",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","LT","Lithuania",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","LT","Lithuania",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","LT","Lithuania",4,"20-24",4.347826080
"Hepatitis B","Acute cases","Distribution by age","%","2012","LT","Lithuania",5,"25-34",34.782608690
"Hepatitis B","Acute cases","Distribution by age","%","2012","LT","Lithuania",6,"35-44",21.739130430
"Hepatitis B","Acute cases","Distribution by age","%","2012","LT","Lithuania",7,"45-54",17.391304340
"Hepatitis B","Acute cases","Distribution by age","%","2012","LT","Lithuania",8,"55-64",13.043478260
"Hepatitis B","Acute cases","Distribution by age","%","2012","LT","Lithuania",9,"65+",8.695652170
"Hepatitis B","Acute cases","Distribution by age","%","2012","LV","Latvia",1,"0-4",1.234567900
"Hepatitis B","Acute cases","Distribution by age","%","2012","LV","Latvia",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","LV","Latvia",3,"15-19",2.469135800
"Hepatitis B","Acute cases","Distribution by age","%","2012","LV","Latvia",4,"20-24",17.283950610
"Hepatitis B","Acute cases","Distribution by age","%","2012","LV","Latvia",5,"25-34",35.802469130
"Hepatitis B","Acute cases","Distribution by age","%","2012","LV","Latvia",6,"35-44",18.518518510
"Hepatitis B","Acute cases","Distribution by age","%","2012","LV","Latvia",7,"45-54",13.580246910
"Hepatitis B","Acute cases","Distribution by age","%","2012","LV","Latvia",8,"55-64",4.938271600
"Hepatitis B","Acute cases","Distribution by age","%","2012","LV","Latvia",9,"65+",6.172839500
"Hepatitis B","Acute cases","Distribution by age","%","2012","MT","Malta",1,"0-4",-
"Hepatitis B","Acute cases","Distribution by age","%","2012","MT","Malta",2,"5-14",-
"Hepatitis B","Acute cases","Distribution by age","%","2012","MT","Malta",3,"15-19",-
"Hepatitis B","Acute cases","Distribution by age","%","2012","MT","Malta",4,"20-24",-
"Hepatitis B","Acute cases","Distribution by age","%","2012","MT","Malta",5,"25-34",-
"Hepatitis B","Acute cases","Distribution by age","%","2012","MT","Malta",6,"35-44",-
"Hepatitis B","Acute cases","Distribution by age","%","2012","MT","Malta",7,"45-54",-
"Hepatitis B","Acute cases","Distribution by age","%","2012","MT","Malta",8,"55-64",-
"Hepatitis B","Acute cases","Distribution by age","%","2012","MT","Malta",9,"65+",-
"Hepatitis B","Acute cases","Distribution by age","%","2012","NL","Netherlands",1,"0-4",0.578034680
"Hepatitis B","Acute cases","Distribution by age","%","2012","NL","Netherlands",2,"5-14",1.734104040
"Hepatitis B","Acute cases","Distribution by age","%","2012","NL","Netherlands",3,"15-19",4.624277450
"Hepatitis B","Acute cases","Distribution by age","%","2012","NL","Netherlands",4,"20-24",5.780346820
"Hepatitis B","Acute cases","Distribution by age","%","2012","NL","Netherlands",5,"25-34",19.075144500
"Hepatitis B","Acute cases","Distribution by age","%","2012","NL","Netherlands",6,"35-44",27.167630050
"Hepatitis B","Acute cases","Distribution by age","%","2012","NL","Netherlands",7,"45-54",16.184971090
"Hepatitis B","Acute cases","Distribution by age","%","2012","NL","Netherlands",8,"55-64",19.075144500
"Hepatitis B","Acute cases","Distribution by age","%","2012","NL","Netherlands",9,"65+",5.780346820
"Hepatitis B","Acute cases","Distribution by age","%","2012","NO","Norway",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","NO","Norway",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","NO","Norway",3,"15-19",6.521739130
"Hepatitis B","Acute cases","Distribution by age","%","2012","NO","Norway",4,"20-24",8.695652170
"Hepatitis B","Acute cases","Distribution by age","%","2012","NO","Norway",5,"25-34",28.260869560
"Hepatitis B","Acute cases","Distribution by age","%","2012","NO","Norway",6,"35-44",26.086956520
"Hepatitis B","Acute cases","Distribution by age","%","2012","NO","Norway",7,"45-54",19.565217390
"Hepatitis B","Acute cases","Distribution by age","%","2012","NO","Norway",8,"55-64",10.869565210
"Hepatitis B","Acute cases","Distribution by age","%","2012","NO","Norway",9,"65+",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PL","Poland",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PL","Poland",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PL","Poland",3,"15-19",1.282051280
"Hepatitis B","Acute cases","Distribution by age","%","2012","PL","Poland",4,"20-24",3.846153840
"Hepatitis B","Acute cases","Distribution by age","%","2012","PL","Poland",5,"25-34",19.230769230
"Hepatitis B","Acute cases","Distribution by age","%","2012","PL","Poland",6,"35-44",14.102564100
"Hepatitis B","Acute cases","Distribution by age","%","2012","PL","Poland",7,"45-54",20.512820510
"Hepatitis B","Acute cases","Distribution by age","%","2012","PL","Poland",8,"55-64",19.230769230
"Hepatitis B","Acute cases","Distribution by age","%","2012","PL","Poland",9,"65+",21.794871790
"Hepatitis B","Acute cases","Distribution by age","%","2012","PT","Portugal",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PT","Portugal",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PT","Portugal",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PT","Portugal",4,"20-24",12.500000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PT","Portugal",5,"25-34",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PT","Portugal",6,"35-44",37.500000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PT","Portugal",7,"45-54",25.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PT","Portugal",8,"55-64",12.500000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","PT","Portugal",9,"65+",12.500000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","RO","Romania",1,"0-4",1.744186040
"Hepatitis B","Acute cases","Distribution by age","%","2012","RO","Romania",2,"5-14",2.616279060
"Hepatitis B","Acute cases","Distribution by age","%","2012","RO","Romania",3,"15-19",4.941860460
"Hepatitis B","Acute cases","Distribution by age","%","2012","RO","Romania",4,"20-24",11.337209300
"Hepatitis B","Acute cases","Distribution by age","%","2012","RO","Romania",5,"25-34",26.453488370
"Hepatitis B","Acute cases","Distribution by age","%","2012","RO","Romania",6,"35-44",24.127906970
"Hepatitis B","Acute cases","Distribution by age","%","2012","RO","Romania",7,"45-54",12.500000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","RO","Romania",8,"55-64",9.593023250
"Hepatitis B","Acute cases","Distribution by age","%","2012","RO","Romania",9,"65+",6.686046510
"Hepatitis B","Acute cases","Distribution by age","%","2012","SE","Sweden",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","SE","Sweden",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","SE","Sweden",3,"15-19",15.853658530
"Hepatitis B","Acute cases","Distribution by age","%","2012","SE","Sweden",4,"20-24",8.536585360
"Hepatitis B","Acute cases","Distribution by age","%","2012","SE","Sweden",5,"25-34",21.951219510
"Hepatitis B","Acute cases","Distribution by age","%","2012","SE","Sweden",6,"35-44",19.512195120
"Hepatitis B","Acute cases","Distribution by age","%","2012","SE","Sweden",7,"45-54",24.390243900
"Hepatitis B","Acute cases","Distribution by age","%","2012","SE","Sweden",8,"55-64",8.536585360
"Hepatitis B","Acute cases","Distribution by age","%","2012","SE","Sweden",9,"65+",1.219512190
"Hepatitis B","Acute cases","Distribution by age","%","2012","SI","Slovenia",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","SI","Slovenia",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","SI","Slovenia",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","SI","Slovenia",4,"20-24",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","SI","Slovenia",5,"25-34",33.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2012","SI","Slovenia",6,"35-44",33.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2012","SI","Slovenia",7,"45-54",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","SI","Slovenia",8,"55-64",20.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2012","SI","Slovenia",9,"65+",13.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2012","SK","Slovakia",1,"0-4",1.351351350
"Hepatitis B","Acute cases","Distribution by age","%","2012","SK","Slovakia",2,"5-14",1.351351350
"Hepatitis B","Acute cases","Distribution by age","%","2012","SK","Slovakia",3,"15-19",4.054054050
"Hepatitis B","Acute cases","Distribution by age","%","2012","SK","Slovakia",4,"20-24",10.810810810
"Hepatitis B","Acute cases","Distribution by age","%","2012","SK","Slovakia",5,"25-34",33.783783780
"Hepatitis B","Acute cases","Distribution by age","%","2012","SK","Slovakia",6,"35-44",18.918918910
"Hepatitis B","Acute cases","Distribution by age","%","2012","SK","Slovakia",7,"45-54",10.810810810
"Hepatitis B","Acute cases","Distribution by age","%","2012","SK","Slovakia",8,"55-64",9.459459450
"Hepatitis B","Acute cases","Distribution by age","%","2012","SK","Slovakia",9,"65+",9.459459450
"Hepatitis B","Acute cases","Distribution by age","%","2012","UK","United Kingdom",1,"0-4",0.635593220
"Hepatitis B","Acute cases","Distribution by age","%","2012","UK","United Kingdom",2,"5-14",0.847457620
"Hepatitis B","Acute cases","Distribution by age","%","2012","UK","United Kingdom",3,"15-19",1.906779660
"Hepatitis B","Acute cases","Distribution by age","%","2012","UK","United Kingdom",4,"20-24",10.169491520
"Hepatitis B","Acute cases","Distribution by age","%","2012","UK","United Kingdom",5,"25-34",23.728813550
"Hepatitis B","Acute cases","Distribution by age","%","2012","UK","United Kingdom",6,"35-44",23.728813550
"Hepatitis B","Acute cases","Distribution by age","%","2012","UK","United Kingdom",7,"45-54",16.949152540
"Hepatitis B","Acute cases","Distribution by age","%","2012","UK","United Kingdom",8,"55-64",13.347457620
"Hepatitis B","Acute cases","Distribution by age","%","2012","UK","United Kingdom",9,"65+",8.686440670
"Hepatitis B","Acute cases","Distribution by age","%","2013","AT","Austria",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","AT","Austria",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","AT","Austria",3,"15-19",8.823529410
"Hepatitis B","Acute cases","Distribution by age","%","2013","AT","Austria",4,"20-24",11.764705880
"Hepatitis B","Acute cases","Distribution by age","%","2013","AT","Austria",5,"25-34",29.411764700
"Hepatitis B","Acute cases","Distribution by age","%","2013","AT","Austria",6,"35-44",11.764705880
"Hepatitis B","Acute cases","Distribution by age","%","2013","AT","Austria",7,"45-54",20.588235290
"Hepatitis B","Acute cases","Distribution by age","%","2013","AT","Austria",8,"55-64",8.823529410
"Hepatitis B","Acute cases","Distribution by age","%","2013","AT","Austria",9,"65+",8.823529410
"Hepatitis B","Acute cases","Distribution by age","%","2013","CY","Cyprus",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","CY","Cyprus",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","CY","Cyprus",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","CY","Cyprus",4,"20-24",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","CY","Cyprus",5,"25-34",33.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2013","CY","Cyprus",6,"35-44",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","CY","Cyprus",7,"45-54",33.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2013","CY","Cyprus",8,"55-64",33.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2013","CY","Cyprus",9,"65+",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","CZ","Czechia",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","CZ","Czechia",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","CZ","Czechia",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","CZ","Czechia",4,"20-24",3.623188400
"Hepatitis B","Acute cases","Distribution by age","%","2013","CZ","Czechia",5,"25-34",44.202898550
"Hepatitis B","Acute cases","Distribution by age","%","2013","CZ","Czechia",6,"35-44",34.057971010
"Hepatitis B","Acute cases","Distribution by age","%","2013","CZ","Czechia",7,"45-54",5.797101440
"Hepatitis B","Acute cases","Distribution by age","%","2013","CZ","Czechia",8,"55-64",3.623188400
"Hepatitis B","Acute cases","Distribution by age","%","2013","CZ","Czechia",9,"65+",8.695652170
"Hepatitis B","Acute cases","Distribution by age","%","2013","DE","Germany",1,"0-4",0.177935940
"Hepatitis B","Acute cases","Distribution by age","%","2013","DE","Germany",2,"5-14",0.533807820
"Hepatitis B","Acute cases","Distribution by age","%","2013","DE","Germany",3,"15-19",2.846975080
"Hepatitis B","Acute cases","Distribution by age","%","2013","DE","Germany",4,"20-24",6.049822060
"Hepatitis B","Acute cases","Distribution by age","%","2013","DE","Germany",5,"25-34",19.750889670
"Hepatitis B","Acute cases","Distribution by age","%","2013","DE","Germany",6,"35-44",21.708185050
"Hepatitis B","Acute cases","Distribution by age","%","2013","DE","Germany",7,"45-54",22.775800710
"Hepatitis B","Acute cases","Distribution by age","%","2013","DE","Germany",8,"55-64",12.455516010
"Hepatitis B","Acute cases","Distribution by age","%","2013","DE","Germany",9,"65+",13.701067610
"Hepatitis B","Acute cases","Distribution by age","%","2013","DK","Denmark",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","DK","Denmark",2,"5-14",4.166666660
"Hepatitis B","Acute cases","Distribution by age","%","2013","DK","Denmark",3,"15-19",4.166666660
"Hepatitis B","Acute cases","Distribution by age","%","2013","DK","Denmark",4,"20-24",29.166666660
"Hepatitis B","Acute cases","Distribution by age","%","2013","DK","Denmark",5,"25-34",8.333333330
"Hepatitis B","Acute cases","Distribution by age","%","2013","DK","Denmark",6,"35-44",16.666666660
"Hepatitis B","Acute cases","Distribution by age","%","2013","DK","Denmark",7,"45-54",16.666666660
"Hepatitis B","Acute cases","Distribution by age","%","2013","DK","Denmark",8,"55-64",4.166666660
"Hepatitis B","Acute cases","Distribution by age","%","2013","DK","Denmark",9,"65+",16.666666660
"Hepatitis B","Acute cases","Distribution by age","%","2013","EE","Estonia",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","EE","Estonia",2,"5-14",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","EE","Estonia",3,"15-19",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","EE","Estonia",4,"20-24",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","EE","Estonia",5,"25-34",63.636363630
"Hepatitis B","Acute cases","Distribution by age","%","2013","EE","Estonia",6,"35-44",18.181818180
"Hepatitis B","Acute cases","Distribution by age","%","2013","EE","Estonia",7,"45-54",9.090909090
"Hepatitis B","Acute cases","Distribution by age","%","2013","EE","Estonia",8,"55-64",9.090909090
"Hepatitis B","Acute cases","Distribution by age","%","2013","EE","Estonia",9,"65+",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","EL","Greece",1,"0-4",0.000000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","EL","Greece",2,"5-14",12.500000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","EL","Greece",3,"15-19",3.125000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","EL","Greece",4,"20-24",6.250000000
"Hepatitis B","Acute cases","Distribution by age","%","2013","EL","Greece",5,"25-34",37.500000000
